id_comisaria;oficio;fecha_denuncia;fecha_formalizacion;expediente;calificacion;hora;fecha_audiencia;remitira;oficioremitido;fecha_audienciaremision;ministerio;c_instancia;asistencialegal;psicologia;id_modulo;medida_file
3; 57-2019;2019-01-06;2019-01-07;88-2019;Ha lugar;15:10;2019-01-08;Ministerio Público;95-2019;2019-01-14;0;28;0;0;30;file_wxy615501547480123.pdf
3; 54-2019;2019-01-04;2019-01-07;89-2019;Ha lugar;15:30;2019-01-08;;;;0;28;0;0;30;file_y1ey7xig1547218967.pdf
6; 1-2019;2018-12-29;2019-01-03;0009-2019;;00:00;;;;;0;26;0;0;30;
3; 55-2019;2019-01-03;2019-01-07;90-2019;Ha lugar;10:00;2019-01-09;;;;0;28;0;0;30;file_vz1qysa21547074150.pdf
7; 17-2019;2019-01-04;2019-01-07;91-2019;Ha lugar;00:00;2019-01-09;;;;0;37;0;0;30;file_ld1v03qe1547046454.pdf
7; 31-2019;2019-01-06;2019-01-07;92-2019;Ha lugar;16:00;2019-01-09;;;;0;37;0;0;30;file_7s27yd4a1547131744.pdf
7; 23-2019;2019-01-05;2019-01-07;93-2019;Ha lugar;15:00;2019-01-09;;;;0;37;0;0;30;file_o3ebs27q1547131647.pdf
9; 22-209;2019-01-04;2019-01-07;94-2019;Ha lugar;00:00;2019-01-08;;;;0;37;0;0;30;file_hk4ejt2e1547046605.pdf
9; 21-2019;2019-01-05;2019-01-07;95-2019;Ha lugar;00:00;2019-01-09;;;;0;37;0;0;30;file_07jzckch1547057701.pdf
10; 25-2018;2019-01-04;2019-01-07;96-2019;No ha lugar;00:00;2019-01-09;;;;0;37;0;0;30;file_8ezk0hmc1547058101.pdf
13; 7-2019;2019-01-01;2019-01-07;97-2019;Ha lugar;00:00;2019-01-08;;;;0;37;0;0;30;file_3vcs70931547047698.pdf
10; 27-2019;2019-01-04;2019-01-07;98-2019;Ha lugar;00:00;2019-01-09;;;;0;37;0;0;30;file_ots7cm7e1547058248.pdf
10; 29-2019;2019-01-04;2019-01-07;99-2019;Ha lugar;00:00;2019-01-08;;;;0;37;0;0;30;file_b6af8ooh1547046951.pdf
